YEAR,MO,DY,T2M,QV2M
2016,4,30,35.75,11.47
2016,5,1,36.61,10.25
2016,5,2,35.85,8.79
2016,5,3,35.42,8.48
2016,5,4,34.01,11.41
2016,5,5,33.04,12.82
2016,5,6,29.94,15.38
2016,5,7,31.12,14.4
2016,5,8,31.76,14.53
2016,5,9,31.86,13.73
2016,5,10,31.55,13.18
2016,5,11,33.22,12.15
2016,5,12,34.87,12.33
2016,5,13,35.83,12.51
2016,5,14,36.43,12.08
2016,5,15,35.48,13.61
2016,5,16,35.76,12.51
2016,5,17,35.15,12.94
2016,5,18,34.97,13.49
2016,5,19,34.62,12.27
2016,5,20,36.92,11.78
2016,5,21,35.7,11.05
2016,5,22,35.62,10.25
2016,5,23,35.62,12.02
2016,5,24,35.55,11.23
2016,5,25,35.74,10.01
2016,5,26,35.62,11.29
2016,5,27,36.35,12.39
2016,5,28,36.4,12.27
2016,5,29,35.8,11.47
2016,5,30,35.62,11.84
2016,5,31,35.55,11.78
2016,6,1,35.83,11.35
2016,6,2,34.93,12.94
2016,6,3,34.51,14.22
2016,6,4,33.83,14.71
2016,6,5,30.41,17.27
2016,6,6,29.3,17.15
2016,6,7,30.33,16.91
2016,6,8,27.89,18.13
2016,6,9,30.01,16.78
2016,6,10,30.78,16.78
2016,6,11,30.67,15.93
2016,6,12,30.15,16.11
2016,6,13,29.76,16.3
2016,6,14,31.4,14.89
2016,6,15,32.01,14.83
2016,6,16,31.98,14.34
2016,6,17,31.19,14.71
2016,6,18,27.57,16.66
2016,6,19,28.3,18.43
2016,6,20,29.04,18.07
2016,6,21,29.56,16.48
2016,6,22,29.04,16.66
2016,6,23,30.31,17.21
2016,6,24,27.45,17.21
2016,6,25,27.21,17.46
2016,6,26,26.8,17.09
2016,6,27,27.03,16.78
2016,6,28,26.03,17.58
2016,6,29,27.37,18.55
2016,6,30,26.09,18.19
2016,7,1,26.26,17.64
2016,7,2,27.23,18.31
2016,7,3,26.9,18.01
2016,7,4,27.05,17.58
2016,7,5,26.53,18.25
2016,7,6,27.38,17.46
2016,7,7,26.58,17.27
2016,7,8,26.3,16.72
2016,7,9,25.19,16.85
2016,7,10,24.78,17.64
2016,7,11,24.86,17.64
2016,7,12,26.34,17.76
2016,7,13,26.96,17.76
2016,7,14,27.54,17.58
2016,7,15,27.48,17.64
2016,7,16,27.74,17.09
2016,7,17,27.51,16.72
2016,7,18,26.46,17.15
2016,7,19,25.58,17.4
2016,7,20,26.26,17.7
2016,7,21,25.45,18.25
2016,7,22,24.71,17.94
2016,7,23,25.15,17.52
2016,7,24,26.11,17.76
2016,7,25,26.37,18.68
2016,7,26,26.22,18.31
2016,7,27,26.48,18.19
2016,7,28,26.33,18.62
2016,7,29,26.23,18.92
2016,7,30,25.94,18.37
2016,7,31,25.01,18.25
2016,8,1,25.53,18.19
2016,8,2,24.51,17.64
2016,8,3,24.87,17.7
2016,8,4,25.58,17.82
2016,8,5,26.16,17.94
2016,8,6,26.37,17.58
2016,8,7,25.89,17.15
2016,8,8,26.01,17.21
2016,8,9,25.94,17.4
2016,8,10,26.12,17.52
2016,8,11,26.32,17.58
2016,8,12,26,17.7
2016,8,13,26.55,18.01
2016,8,14,26.27,17.4
2016,8,15,25.96,16.66
2016,8,16,26.33,16.66
2016,8,17,25.69,16.78
2016,8,18,25.55,16.54
2016,8,19,26.31,15.75
2016,8,20,26.76,15.75
2016,8,21,27.44,16.17
2016,8,22,27.51,16.66
2016,8,23,27.51,17.21
2016,8,24,27.85,17.33
2016,8,25,26.82,17.7
2016,8,26,27.08,16.91
2016,8,27,26.97,17.03
2016,8,28,27.13,17.58
2016,8,29,28.05,18.25
2016,8,30,26.57,18.98
2016,8,31,25.73,18.37
2016,9,1,25.04,17.64
2016,9,2,25.23,17.27
2016,9,3,25.05,16.54
2016,9,4,25.47,16.24
2016,9,5,25.15,14.89
2016,9,6,25,14.1
2016,9,7,25.26,14.04
2016,9,8,25.64,15.08
2016,9,9,25.83,16.05
2016,9,10,25.43,16.66
2016,9,11,25.32,16.72
2016,9,12,24.28,16.85
2016,9,13,24.07,17.64
2016,9,14,24.87,18.55
2016,9,15,25.44,18.92
2016,9,16,25.27,19.35
2016,9,17,25.83,18.01
2016,9,18,25.1,17.09
2016,9,19,25.15,17.46
2016,9,20,25.4,18.68
2016,9,21,25.26,19.1
2016,9,22,25.33,18.98
2016,9,23,25.1,18.98
2016,9,24,25.02,19.35
2016,9,25,25.43,18.92
2016,9,26,25.61,18.92
2016,9,27,25.05,18.68
2016,9,28,25.47,17.82
2016,9,29,25.5,18.01
2016,9,30,24.4,17.94
2016,10,1,24.48,18.55
2016,10,2,25.26,18.13
2016,10,3,25.15,17.76
2016,10,4,25.09,17.4
2016,10,5,24.94,17.4
2016,10,6,24.54,17.03
2016,10,7,24.62,17.76
2016,10,8,24.66,18.01
2016,10,9,24.68,17.82
2016,10,10,24.74,17.46
2016,10,11,24.8,16.97
2016,10,12,24.05,15.38
2016,10,13,23.27,13.85
2016,10,14,22.76,13.06
2016,10,15,22.61,11.96
2016,10,16,23.27,12.33
2016,10,17,23.24,12.39
2016,10,18,21.94,11.72
2016,10,19,23.19,11.47
2016,10,20,22.51,11.78
2016,10,21,22.19,11.54
2016,10,22,22.3,11.17
2016,10,23,23.1,11.23
2016,10,24,22.17,12.21
2016,10,25,21.55,12.15
2016,10,26,21.39,12.15
2016,10,27,21.13,11.47
2016,10,28,20.79,11.41
2016,10,29,22.52,14.04
2016,10,30,23.05,15.01
2016,10,31,22.66,13.55
2016,11,1,21.59,12.63
2016,11,2,21.21,11.9
2016,11,3,21.62,12.08
2016,11,4,21.67,12.51
2016,11,5,22.4,12.94
2016,11,6,22.37,12.7
2016,11,7,21.05,8.91
2016,11,8,20.88,8.85
2016,11,9,20.56,8.36
2016,11,10,20.33,8.36
2016,11,11,19.37,8.06
2016,11,12,19.4,8.67
2016,11,13,20.63,9.77
2016,11,14,21.68,11.54
2016,11,15,21.85,12.51
2016,11,16,21.72,12.39
2016,11,17,20.26,10.5
2016,11,18,19.39,8.48
2016,11,19,19.05,8.67
2016,11,20,20.44,8.24
2016,11,21,20.44,8.06
2016,11,22,20.4,8.3
2016,11,23,20.33,7.63
2016,11,24,19.94,7.81
2016,11,25,19.8,8.18
2016,11,26,20.84,7.45
2016,11,27,21.58,7.26
2016,11,28,21.67,7.32
2016,11,29,21.87,7.39
2016,11,30,21.23,7.81
2016,12,1,21.65,8.91
2016,12,2,21.63,9.77
2016,12,3,22.51,12.21
2016,12,4,22.93,11.41
2016,12,5,21.56,8.85
2016,12,6,20.8,8.61
2016,12,7,20.05,8
2016,12,8,20.33,6.65
2016,12,9,19.27,5.62
2016,12,10,18.83,5.8
2016,12,11,18.62,6.59
2016,12,12,20.27,6.71
2016,12,13,21.6,8.61
2016,12,14,21.55,10.8
2016,12,15,22.35,9.09
2016,12,16,22.15,8.36
2016,12,17,21.77,7.02
2016,12,18,21.08,5.86
2016,12,19,19.63,5.8
2016,12,20,19.7,5.13
2016,12,21,20.7,5
2016,12,22,21.2,4.7
2016,12,23,20.23,4.21
2016,12,24,21.1,4.33
2016,12,25,21.12,5.25
2016,12,26,20.83,6.1
2016,12,27,19.29,4.33
2016,12,28,19.12,5.55
2016,12,29,20.33,5.49
2016,12,30,20.97,5.68
2016,12,31,21.15,6.53
2017,1,1,22.05,7.14
2017,1,2,21.97,6.59
2017,1,3,19.5,4.7
2017,1,4,19.47,4.7
2017,1,5,19.8,5.31
2017,1,6,20.81,4.52
2017,1,7,21.47,5.74
2017,1,8,22.05,6.47
2017,1,9,22.71,8.3
2017,1,10,21.79,6.59
2017,1,11,19.65,4.7
2017,1,12,18.48,4.21
2017,1,13,19.56,4.52
2017,1,14,20.11,5.68
2017,1,15,21.02,6.04
2017,1,16,21.9,5.55
2017,1,17,22.53,5.68
2017,1,18,22.48,5.86
2017,1,19,21.62,6.9
2017,1,20,21.98,6.1
2017,1,21,22.87,5.86
2017,1,22,24.07,6.59
2017,1,23,23.85,6.65
2017,1,24,23.26,5.62
2017,1,25,22.99,6.04
2017,1,26,23.97,6.71
2017,1,27,25.11,7.69
2017,1,28,23.26,6.23
2017,1,29,22.67,4.7
2017,1,30,23.57,3.36
2017,1,31,24.5,3.54
2017,2,1,24.38,5.19
2017,2,2,24.44,6.9
2017,2,3,24.05,6.23
2017,2,4,24.33,5.25
2017,2,5,24.94,4.39
2017,2,6,24.3,4.27
2017,2,7,23.72,5
2017,2,8,24.76,4.94
2017,2,9,25.62,4.94
2017,2,10,25.53,5.49
2017,2,11,25.46,6.1
2017,2,12,24.76,7.08
2017,2,13,24.62,8.12
2017,2,14,25.15,7.57
2017,2,15,24.94,6.77
2017,2,16,25.48,5.55
2017,2,17,25.71,4.88
2017,2,18,26.38,4.94
2017,2,19,27.05,4.27
2017,2,20,28.98,3.6
2017,2,21,28.19,3.72
2017,2,22,27.83,3.97
2017,2,23,28.4,3.91
2017,2,24,26.69,3.6
2017,2,25,25.37,2.38
2017,2,26,26.75,2.38
2017,2,27,27.08,3.23
2017,2,28,27.34,4.09
2017,3,1,27.49,3.78
2017,3,2,27.55,5.68
2017,3,3,28.06,5.07
2017,3,4,27.41,5.25
2017,3,5,28.52,7.26
2017,3,6,28.69,6.84
2017,3,7,29.21,7.45
2017,3,8,27.87,5.25
2017,3,9,28.55,5
2017,3,10,28.12,4.94
2017,3,11,26.4,5.43
2017,3,12,25.04,3.36
2017,3,13,25.86,2.75
2017,3,14,27.68,6.16
2017,3,15,29.15,8.42
2017,3,16,25.97,13.18
2017,3,17,28.13,9.83
2017,3,18,28.64,6.04
2017,3,19,28.85,6.65
2017,3,20,27.58,6.41
2017,3,21,27.77,5.49
2017,3,22,29.05,4.52
2017,3,23,30.25,5.25
2017,3,24,31.27,7.02
2017,3,25,32.06,6.71
2017,3,26,31.93,6.65
2017,3,27,31.96,6.77
2017,3,28,32.29,6.9
2017,3,29,32.8,6.84
2017,3,30,33.09,7.45
2017,3,31,33.81,7.14
2017,4,1,34.46,7.39
2017,4,2,34.26,7.26
2017,4,3,33.71,7.14
2017,4,4,33.72,9.28
2017,4,5,33.68,8.67
2017,4,6,34.04,7.26
2017,4,7,33.41,7.57
2017,4,8,33.44,5.25
2017,4,9,33.28,3.66
2017,4,10,32.13,2.87
2017,4,11,31.37,2.38
2017,4,12,32.31,2.26
2017,4,13,32.75,2.87
2017,4,14,32.78,5.31
2017,4,15,32.83,4.88
2017,4,16,34.02,4.33
2017,4,17,34.39,4.15
2017,4,18,34.83,4.58
2017,4,19,34.09,4.58
2017,4,20,34.44,4.76
2017,4,21,34.41,5.31
2017,4,22,33.95,5.68
2017,4,23,33.2,5.55
2017,4,24,32.59,5.43
2017,4,25,32.74,5.43
2017,4,26,33.53,5.37
2017,4,27,34.31,5.62
2017,4,28,33.9,8
2017,4,29,34.46,6.84
2017,4,30,34.22,7.93
2017,5,1,33.58,8.61
2017,5,2,33.82,9.34
2017,5,3,34.52,9.77
2017,5,4,35.38,9.4
2017,5,5,36.58,8.18
2017,5,6,36.88,8.42
2017,5,7,35.65,8.06
2017,5,8,34.68,9.46
2017,5,9,33.93,10.01
2017,5,10,33.4,13.06
2017,5,11,32.99,12.82
2017,5,12,34.05,11.72
2017,5,13,35.57,10.8
2017,5,14,36.57,11.05
2017,5,15,37.3,10.68
2017,5,16,37.44,10.62
2017,5,17,34.9,9.95
2017,5,18,35.7,8.42
2017,5,19,36.33,7.69
2017,5,20,36.45,7.51
2017,5,21,36.16,6.96
2017,5,22,36.25,8.12
2017,5,23,36.83,7.87
2017,5,24,37.26,7.39
2017,5,25,37.8,9.34
2017,5,26,36.31,10.93
2017,5,27,36.92,12.51
2017,5,28,36.03,12.63
2017,5,29,35.57,12.02
2017,5,30,35.1,13
2017,5,31,35.1,13.61
2017,6,1,35.74,13.85
2017,6,2,36.01,13.12
2017,6,3,35.92,14.04
2017,6,4,31.46,15.99
2017,6,5,33.95,15.26
2017,6,6,31.31,17.4
2017,6,7,29.1,17.76
2017,6,8,27.25,17.33
2017,6,9,27.98,16.91
2017,6,10,29.23,16.78
2017,6,11,28.76,16.97
2017,6,12,27.66,18.19
2017,6,13,27.1,18.49
2017,6,14,27.81,18.31
2017,6,15,27.71,18.25
2017,6,16,27.22,17.64
2017,6,17,27.51,17.33
2017,6,18,28.52,17.7
2017,6,19,28.62,17.21
2017,6,20,29.16,16.6
2017,6,21,29.51,16.24
2017,6,22,29.26,16.91
2017,6,23,28.71,17.52
2017,6,24,28.89,16.97
2017,6,25,28.33,17.33
2017,6,26,27.07,17.27
2017,6,27,26.3,16.91
2017,6,28,27.46,16.54
2017,6,29,28.15,16.42
2017,6,30,27.69,17.15
2017,7,1,28.06,16.91
2017,7,2,28.57,16.66
2017,7,3,28.49,16.17
2017,7,4,28.4,16.17
2017,7,5,27.73,16.11
2017,7,6,27.6,16.6
2017,7,7,28.26,16.72
2017,7,8,28.27,15.62
2017,7,9,28.44,16.17
2017,7,10,27.51,17.33
2017,7,11,27.58,16.6
2017,7,12,27.89,15.87
2017,7,13,27.2,16.91
2017,7,14,26.23,17.15
2017,7,15,27.29,16.78
2017,7,16,25.76,17.21
2017,7,17,24.86,17.33
2017,7,18,24.81,18.31
2017,7,19,26.31,17.52
2017,7,20,26.06,18.37
2017,7,21,27.42,18.07
2017,7,22,27.46,17.4
2017,7,23,27.07,17.21
2017,7,24,26.18,17.27
2017,7,25,27.08,17.15
2017,7,26,27.16,16.48
2017,7,27,26.3,16.78
2017,7,28,27.23,17.4
2017,7,29,27.52,17.58
2017,7,30,28.03,17.46
2017,7,31,28.17,17.4
2017,8,1,28.07,17.7
2017,8,2,27.37,17.94
2017,8,3,27.58,16.85
2017,8,4,27.13,16.72
2017,8,5,26.92,16.97
2017,8,6,26.42,17.15
2017,8,7,27.29,17.03
2017,8,8,26.48,17.27
2017,8,9,26.84,17.27
2017,8,10,27.22,17.27
2017,8,11,27.11,17.52
2017,8,12,26.33,17.46
2017,8,13,26.35,17.21
2017,8,14,25.32,16.36
2017,8,15,27.13,16.42
2017,8,16,26.16,17.03
2017,8,17,27.01,16.91
2017,8,18,26.05,16.91
2017,8,19,24.67,18.37
2017,8,20,24.41,17.52
2017,8,21,24.51,16.24
2017,8,22,25.98,15.32
2017,8,23,26.58,17.15
2017,8,24,26.12,17.82
2017,8,25,25.52,18.37
2017,8,26,25.55,18.68
2017,8,27,25.98,19.23
2017,8,28,24.51,18.25
2017,8,29,24.42,17.33
2017,8,30,26.19,17.09
2017,8,31,26.78,17.94
2017,9,1,26.59,17.03
2017,9,2,26.83,16.97
2017,9,3,26.25,17.64
2017,9,4,26.9,18.19
2017,9,5,26.68,18.68
2017,9,6,26.12,17.88
2017,9,7,26.52,17.58
2017,9,8,27.05,18.43
2017,9,9,26.58,18.74
2017,9,10,27.21,18.43
2017,9,11,27.14,18.8
2017,9,12,27.26,17.82
2017,9,13,26.83,18.19
2017,9,14,26.41,18.43
2017,9,15,25.81,17.94
2017,9,16,26.3,18.13
2017,9,17,25.8,18.25
2017,9,18,25.1,17.58
2017,9,19,26.27,17.27
2017,9,20,26.15,17.7
2017,9,21,25.75,18.01
2017,9,22,25.84,17.21
2017,9,23,26.4,16.78
2017,9,24,26.58,16.3
2017,9,25,26.74,16.97
2017,9,26,26.5,17.4
2017,9,27,26.78,17.33
2017,9,28,26.81,17.88
2017,9,29,26.08,17.88
2017,9,30,26.98,16.97
2017,10,1,28.12,16.54
2017,10,2,27.04,17.52
2017,10,3,26.23,17.94
2017,10,4,26.83,16.36
2017,10,5,26.3,17.21
2017,10,6,25.9,18.37
2017,10,7,26.18,18.62
2017,10,8,26.25,18.49
2017,10,9,25.26,18.07
2017,10,10,25.3,18.49
2017,10,11,26.22,17.7
2017,10,12,26.51,17.58
2017,10,13,26.39,18.31
2017,10,14,26.04,18.62
2017,10,15,25.94,18.43
2017,10,16,26.33,16.78
2017,10,17,25.98,13.98
2017,10,18,24.53,13.18
2017,10,19,24.39,12.08
2017,10,20,25.58,14.65
2017,10,21,25.63,15.69
2017,10,22,25.73,17.4
2017,10,23,26.52,15.5
2017,10,24,25.12,10.93
2017,10,25,24.97,11.35
2017,10,26,25.08,13.18
2017,10,27,25.48,12.94
2017,10,28,24.86,12.39
2017,10,29,23.98,11.35
2017,10,30,23.88,10.99
2017,10,31,23.38,10.07
2017,11,1,23.15,10.13
2017,11,2,22.23,10.31
2017,11,3,22.2,10.07
2017,11,4,22.19,10.19
2017,11,5,23.15,12.45
2017,11,6,23.05,10.56
2017,11,7,22.84,10.5
2017,11,8,23.28,10.68
2017,11,9,22.88,9.89
2017,11,10,22.4,9.34
2017,11,11,21.68,8.42
2017,11,12,21.81,8.36
2017,11,13,22.62,9.89
2017,11,14,24.04,13.73
2017,11,15,25.79,13.79
2017,11,16,25.11,12.82
2017,11,17,25.23,12.76
2017,11,18,25.91,12.15
2017,11,19,25.64,11.9
2017,11,20,26,12.33
2017,11,21,25.98,13.18
2017,11,22,26.25,14.65
2017,11,23,26.38,12.63
2017,11,24,24.9,11.54
2017,11,25,23,8.61
2017,11,26,22.03,7.2
2017,11,27,21.63,6.53
2017,11,28,21.76,5.86
2017,11,29,21.48,7.26
2017,11,30,21.7,7.87
2017,12,1,22.05,7.81
2017,12,2,21.47,8.61
2017,12,3,20.93,8.24
2017,12,4,21.09,8
2017,12,5,22.09,9.03
2017,12,6,23.45,10.38
2017,12,7,24,7.93
2017,12,8,22.99,7.45
2017,12,9,22.83,8.18
2017,12,10,21.89,6.23
2017,12,11,21.79,5.31
2017,12,12,22.9,6.04
2017,12,13,23.21,7.26
2017,12,14,23.58,8.85
2017,12,15,22.87,7.51
2017,12,16,22.36,6.9
2017,12,17,22.05,7.39
2017,12,18,21.62,7.26
2017,12,19,20.52,4.46
2017,12,20,21.12,4.27
2017,12,21,20.78,5.31
2017,12,22,21.12,5.62
2017,12,23,21.1,6.04
2017,12,24,21.84,6.1
2017,12,25,22.25,6.35
2017,12,26,20.31,4.76
2017,12,27,19.53,3.48
2017,12,28,20.32,3.48
2017,12,29,20.92,5
2017,12,30,21.09,6.16
2017,12,31,21.27,5.8
2018,1,1,21.65,6.29
2018,1,2,21.07,5.37
2018,1,3,20.6,5.55
2018,1,4,20.57,4.7
2018,1,5,21.19,4.64
2018,1,6,20.98,4.82
2018,1,7,21.07,5.19
2018,1,8,20.48,5.74
2018,1,9,20.2,5.25
2018,1,10,21.4,4.7
2018,1,11,22.63,4.82
2018,1,12,23.97,5
2018,1,13,24.36,5.25
2018,1,14,24.08,5.68
2018,1,15,24.24,6.84
2018,1,16,23.86,5.8
2018,1,17,23.67,4.94
2018,1,18,22.5,4.52
2018,1,19,21.71,3.17
2018,1,20,21.44,3.11
2018,1,21,22.39,3.66
2018,1,22,21.72,5
2018,1,23,22.94,6.23
2018,1,24,22.27,5.49
2018,1,25,20.65,2.87
2018,1,26,20.48,1.71
2018,1,27,21.42,1.95
2018,1,28,21.43,2.69
2018,1,29,22.09,3.3
2018,1,30,22.64,3.3
2018,1,31,23.79,2.99
2018,2,1,23.72,2.69
2018,2,2,24.41,2.62
2018,2,3,23.65,3.42
2018,2,4,24.11,5.19
2018,2,5,25.08,5.74
2018,2,6,24.51,5.98
2018,2,7,24.19,5.31
2018,2,8,25.3,5.37
2018,2,9,24.74,5.37
2018,2,10,24.52,5.07
2018,2,11,26.26,8.61
2018,2,12,26.74,9.64
2018,2,13,26.12,9.64
2018,2,14,24.71,9.83
2018,2,15,24.23,7.75
2018,2,16,23.92,5.07
2018,2,17,24.55,4.27
2018,2,18,25.41,4.64
2018,2,19,25.97,4.88
2018,2,20,26.69,7.57
2018,2,21,27.39,7.75
2018,2,22,27.26,7.08
2018,2,23,27.46,6.96
2018,2,24,27.39,6.41
2018,2,25,27.12,5.8
2018,2,26,27.87,5.49
2018,2,27,28.37,6.04
2018,2,28,27.78,4.52
2018,3,1,28.14,4.33
2018,3,2,29.22,4.82
2018,3,3,29.48,4.82
2018,3,4,29.69,4.94
2018,3,5,29.34,4.94
2018,3,6,28.7,5.25
2018,3,7,29.54,5.8
2018,3,8,29.01,5.86
2018,3,9,29.45,5.74
2018,3,10,29.49,6.53
2018,3,11,30.24,7.26
2018,3,12,30.27,7.02
2018,3,13,29.64,7.39
2018,3,14,30.33,5.86
2018,3,15,30.23,7.63
2018,3,16,27.13,9.52
2018,3,17,27.51,9.4
2018,3,18,28.98,7.81
2018,3,19,29.34,7.93
2018,3,20,30.81,8
2018,3,21,31.6,7.51
2018,3,22,30.22,5.86
2018,3,23,29.33,4.58
2018,3,24,29.87,4.46
2018,3,25,30,4.7
2018,3,26,30.82,4.39
2018,3,27,32.08,4.21
2018,3,28,32.19,4.03
2018,3,29,31.64,3.85
2018,3,30,32.17,3.97
2018,3,31,32.29,6.41
2018,4,1,32.15,10.68
2018,4,2,31.77,7.69
2018,4,3,30.93,9.09
2018,4,4,32.17,8.3
2018,4,5,32.08,9.89
2018,4,6,31.12,10.86
2018,4,7,31.79,10.86
2018,4,8,29.81,11.78
2018,4,9,30.3,10.86
2018,4,10,30.94,10.86
2018,4,11,31.28,10.8
2018,4,12,32.51,10.01
2018,4,13,33.04,9.7
2018,4,14,33.66,10.13
2018,4,15,33.55,10.99
2018,4,16,34.26,10.38
2018,4,17,35.61,10.13
2018,4,18,36.1,8.61
2018,4,19,35.01,5.74
2018,4,20,34.53,5.43
2018,4,21,33.7,6.23
2018,4,22,34.43,6.41
2018,4,23,34.62,5.68
2018,4,24,33.61,3.91
2018,4,25,33.21,7.02
2018,4,26,33.89,8.91
2018,4,27,35.44,9.03
2018,4,28,35.48,8.48
2018,4,29,36.47,7.26
2018,4,30,35.58,6.41
2018,5,1,35.9,7.32
2018,5,2,35.44,8.73
2018,5,3,35.43,10.99
2018,5,4,34.14,12.57
2018,5,5,35.23,11.35
2018,5,6,33.63,11.96
2018,5,7,34.92,11.05
2018,5,8,36.18,9.4
2018,5,9,35.89,8.79
2018,5,10,35.51,12.02
2018,5,11,36.28,11.11
2018,5,12,36.28,10.44
2018,5,13,35.15,9.52
2018,5,14,35.08,10.8
2018,5,15,34.71,11.41
2018,5,16,35.79,10.19
2018,5,17,36.37,9.95
2018,5,18,36.19,10.86
2018,5,19,36.83,9.03
2018,5,20,35.91,8.24
2018,5,21,35.65,9.95
2018,5,22,33.67,13.24
2018,5,23,34.94,12.94
2018,5,24,35.62,10.44
2018,5,25,35.75,8.54
2018,5,26,35.92,11.47
2018,5,27,32.44,16.6
2018,5,28,33.53,14.65
2018,5,29,34.8,14.71
2018,5,30,34.69,15.2
2018,5,31,32.4,15.62
2018,6,1,31,17.03
2018,6,2,29.74,16.97
2018,6,3,31.44,16.11
2018,6,4,32.26,15.44
2018,6,5,31.94,15.69
2018,6,6,30.78,16.48
2018,6,7,28.83,18.49
2018,6,8,28.3,18.25
2018,6,9,26.78,17.88
2018,6,10,27.73,18.13
2018,6,11,27.51,18.43
2018,6,12,28.16,17.82
2018,6,13,29.79,16.78
2018,6,14,30.41,16.48
2018,6,15,30.25,15.38
2018,6,16,29.84,14.65
2018,6,17,29.34,14.89
2018,6,18,28.85,15.56
2018,6,19,29.12,16.48
2018,6,20,29.6,17.09
2018,6,21,29.57,17.21
2018,6,22,29.02,17.09
2018,6,23,27.21,18.19
2018,6,24,26.44,17.15
2018,6,25,27.98,15.93
2018,6,26,27.36,16.48
2018,6,27,26.39,17.46
2018,6,28,26.07,17.27
2018,6,29,27.98,15.81
2018,6,30,28.62,15.69
2018,7,1,28.38,15.5
2018,7,2,28.35,15.99
2018,7,3,27.77,15.62
2018,7,4,27.26,15.99
2018,7,5,27.1,17.03
2018,7,6,26.18,16.72
2018,7,7,24.37,15.87
2018,7,8,25.88,17.76
2018,7,9,25.65,17.46
2018,7,10,25.91,17.09
2018,7,11,26.58,16.54
2018,7,12,25.52,17.09
2018,7,13,26.21,17.58
2018,7,14,26.34,17.4
2018,7,15,26.17,17.76
2018,7,16,25.66,18.25
2018,7,17,26.18,17.33
2018,7,18,27.02,17.33
2018,7,19,26.83,17.27
2018,7,20,25.76,17.33
2018,7,21,25.56,17.03
