YEAR,MO,DY,T2M,QV2M
2016,3,20,32.62,7.14
2016,3,21,32.16,5.19
2016,3,22,31.33,3.11
2016,3,23,31.57,5.13
2016,3,24,31.82,10.31
2016,3,25,31.47,11.17
2016,3,26,31.83,10.99
2016,3,27,31.97,10.5
2016,3,28,30.33,11.66
2016,3,29,31.6,10.93
2016,3,30,32.68,12.02
2016,3,31,32.78,10.93
2016,4,1,32.9,9.46
2016,4,2,33.14,9.83
2016,4,3,33.55,10.68
2016,4,4,34.2,9.83
2016,4,5,33.44,9.28
2016,4,6,32.93,6.71
2016,4,7,33.2,7.63
2016,4,8,32.62,10.5
2016,4,9,32.39,10.19
2016,4,10,32.3,9.7
2016,4,11,33.82,8.61
2016,4,12,35.07,6.96
2016,4,13,35,10.01
2016,4,14,35.64,10.62
2016,4,15,35.62,12.15
2016,4,16,35.5,11.54
2016,4,17,35.89,12.45
2016,4,18,34.26,11.72
2016,4,19,33.65,11.17
2016,4,20,34.42,11.11
2016,4,21,35.68,10.99
2016,4,22,36.73,8.97
2016,4,23,35.99,6.59
2016,4,24,35.84,6.71
2016,4,25,36.09,9.77
2016,4,26,35.37,14.04
2016,4,27,35.01,11.17
2016,4,28,35.63,10.56
2016,4,29,34.55,9.52
2016,4,30,35.68,10.44
2016,5,1,35.85,10.74
2016,5,2,36.41,10.31
2016,5,3,36.23,11.29
2016,5,4,34.65,11.41
2016,5,5,31.28,14.22
2016,5,6,29.2,16.17
2016,5,7,31.48,14.89
2016,5,8,31.69,14.53
2016,5,9,31.99,14.65
2016,5,10,31.57,15.01
2016,5,11,32.81,14.22
2016,5,12,34.17,14.04
2016,5,13,34.68,14.1
2016,5,14,35.12,14.22
2016,5,15,34.03,14.16
2016,5,16,33.99,13.85
2016,5,17,32.24,15.56
2016,5,18,31.8,14.83
2016,5,19,32.94,13.37
2016,5,20,35.87,14.71
2016,5,21,36.48,11.72
2016,5,22,36.42,10.13
2016,5,23,36.37,10.86
2016,5,24,37.15,11.35
2016,5,25,36.6,9.89
2016,5,26,36.31,10.8
2016,5,27,37.05,11.72
2016,5,28,37.22,12.39
2016,5,29,35.62,13
2016,5,30,32.64,14.1
2016,5,31,35.55,13.55
2016,6,1,36.44,12.76
2016,6,2,34.38,14.83
2016,6,3,33.55,15.44
2016,6,4,30.53,17.4
2016,6,5,28.86,17.82
2016,6,6,29.12,17.82
2016,6,7,29.06,18.62
2016,6,8,28.15,18.31
2016,6,9,29.69,16.3
2016,6,10,31.29,15.81
2016,6,11,31.42,16.11
2016,6,12,31.21,15.93
2016,6,13,29.01,17.09
2016,6,14,31.7,15.81
2016,6,15,32.71,14.95
2016,6,16,31.6,15.5
2016,6,17,30.95,15.44
2016,6,18,26.73,16.6
2016,6,19,29.15,17.7
2016,6,20,29.44,17.64
2016,6,21,29.9,16.42
2016,6,22,29.64,16.54
2016,6,23,31,17.03
2016,6,24,28.67,17.21
2016,6,25,27.76,18.49
2016,6,26,27.44,17.15
2016,6,27,26.88,17.4
2016,6,28,25.98,18.07
2016,6,29,27.15,19.17
2016,6,30,26.82,18.74
2016,7,1,27,17.82
2016,7,2,28.19,18.49
2016,7,3,28.11,18.19
2016,7,4,28.62,17.88
2016,7,5,27.62,18.43
2016,7,6,28.27,17.7
2016,7,7,27.11,17.46
2016,7,8,27.03,16.85
2016,7,9,25.62,16.91
2016,7,10,25.55,17.4
2016,7,11,26.3,17.15
2016,7,12,27.67,18.07
2016,7,13,28.1,17.94
2016,7,14,28.27,17.76
2016,7,15,27.97,17.94
2016,7,16,27.92,17.94
2016,7,17,27.65,17.03
2016,7,18,26.8,17.82
2016,7,19,25.82,17.7
2016,7,20,26.71,17.7
2016,7,21,25.96,18.55
2016,7,22,26.01,18.19
2016,7,23,25.91,18.07
2016,7,24,26.52,17.94
2016,7,25,27.08,18.55
2016,7,26,26.31,18.62
2016,7,27,26.48,18.49
2016,7,28,26.94,18.49
2016,7,29,26.65,18.8
2016,7,30,26.06,18.74
2016,7,31,25.46,18.43
2016,8,1,26.08,18.55
2016,8,2,25.57,17.58
2016,8,3,25.56,17.76
2016,8,4,26.07,18.01
2016,8,5,27.15,18.25
2016,8,6,26.84,18.31
2016,8,7,27,17.88
2016,8,8,26.75,17.64
2016,8,9,26.74,17.7
2016,8,10,27.15,17.88
2016,8,11,27.31,18.01
2016,8,12,26.69,17.94
2016,8,13,27.34,18.37
2016,8,14,26.44,17.76
2016,8,15,26.48,17.21
2016,8,16,26.89,16.97
2016,8,17,25.98,16.97
2016,8,18,26.76,16.91
2016,8,19,27.19,16.54
2016,8,20,27.71,15.81
2016,8,21,27.92,16.66
2016,8,22,27.65,17.21
2016,8,23,28.08,17.46
2016,8,24,28.45,17.94
2016,8,25,27.26,18.8
2016,8,26,27.04,18.25
2016,8,27,27.16,18.13
2016,8,28,28.05,18.31
2016,8,29,28.21,18.92
2016,8,30,27.12,19.78
2016,8,31,26.36,19.47
2016,9,1,25.44,18.37
2016,9,2,25.45,17.94
2016,9,3,24.02,17.09
2016,9,4,25.13,17.64
2016,9,5,25,15.99
2016,9,6,24.85,15.08
2016,9,7,24.83,15.08
2016,9,8,25.52,15.87
2016,9,9,25.83,16.85
2016,9,10,25.15,17.94
2016,9,11,25.33,18.07
2016,9,12,24.4,17.7
2016,9,13,24.72,18.49
2016,9,14,25.1,18.98
2016,9,15,26.25,18.8
2016,9,16,26.41,18.98
2016,9,17,26.79,18.43
2016,9,18,26.06,17.4
2016,9,19,26.05,17.76
2016,9,20,25.97,18.37
2016,9,21,26.23,19.41
2016,9,22,26.17,19.53
2016,9,23,26.17,19.47
2016,9,24,26.29,19.65
2016,9,25,26.13,19.47
2016,9,26,25.96,19.41
2016,9,27,25.82,19.29
2016,9,28,26.08,18.43
2016,9,29,26.38,18.31
2016,9,30,24.95,18.25
2016,10,1,25.4,18.8
2016,10,2,25.75,18.19
2016,10,3,25.63,17.64
2016,10,4,25.87,17.33
2016,10,5,25.83,17.82
2016,10,6,25.58,17.7
2016,10,7,24.98,18.01
2016,10,8,25,18.49
2016,10,9,24.65,18.19
2016,10,10,25.45,17.7
2016,10,11,25.71,17.82
2016,10,12,25.25,16.72
2016,10,13,24.06,14.83
2016,10,14,22.54,12.08
2016,10,15,22.75,12.51
2016,10,16,23.05,13.12
2016,10,17,22.68,12.63
2016,10,18,21.95,12.33
2016,10,19,22.38,12.27
2016,10,20,23.12,12.08
2016,10,21,22.2,11.9
2016,10,22,21.82,11.9
2016,10,23,22.33,11.78
2016,10,24,22.36,12.82
2016,10,25,22.33,12.94
2016,10,26,22.07,13.06
2016,10,27,21.4,12.33
2016,10,28,21.55,13
2016,10,29,21.9,14.83
2016,10,30,24.01,16.42
2016,10,31,23.62,15.5
2016,11,1,22.71,14.16
2016,11,2,22.7,13.98
2016,11,3,22.99,14.28
2016,11,4,23.48,15.08
2016,11,5,23.59,14.83
2016,11,6,23.2,14.34
2016,11,7,21.15,10.01
2016,11,8,21.18,9.4
2016,11,9,20.3,9.34
2016,11,10,19.87,8.79
2016,11,11,19.52,8.85
2016,11,12,19.57,9.7
2016,11,13,21.2,10.99
2016,11,14,22.51,12.7
2016,11,15,22.8,13.55
2016,11,16,22.58,13.85
2016,11,17,21.55,12.57
2016,11,18,19.61,9.83
2016,11,19,18.85,9.52
2016,11,20,20.44,9.4
2016,11,21,20.77,8.85
2016,11,22,20.42,9.16
2016,11,23,20.46,8.73
2016,11,24,20.48,8.42
2016,11,25,19.78,8.91
2016,11,26,20.25,8.36
2016,11,27,20.39,8.06
2016,11,28,20.82,8.24
2016,11,29,20.9,8.67
2016,11,30,21.28,9.16
2016,12,1,21.08,10.01
2016,12,2,21.88,11.23
2016,12,3,22.82,13.49
2016,12,4,23.21,13
2016,12,5,21.8,10.74
2016,12,6,20.8,9.89
2016,12,7,20.33,9.28
2016,12,8,19.17,8.06
2016,12,9,18.56,6.9
2016,12,10,18.66,8.12
2016,12,11,19.47,8.24
2016,12,12,21.03,8.54
2016,12,13,22.73,11.47
2016,12,14,23.1,13.12
2016,12,15,22.83,11.54
2016,12,16,22.23,10.31
2016,12,17,20.58,7.75
2016,12,18,19.67,6.96
2016,12,19,19.4,7.02
2016,12,20,19.25,6.29
2016,12,21,19.18,6.23
2016,12,22,19.32,5.86
2016,12,23,18.55,5.49
2016,12,24,20.26,5.74
2016,12,25,20.79,8
2016,12,26,20.99,7.45
2016,12,27,19.08,5.8
2016,12,28,19.47,7.32
2016,12,29,20.93,6.71
2016,12,30,22.18,7.26
2016,12,31,21.82,9.16
2017,1,1,21.58,9.03
2017,1,2,21.91,8.97
2017,1,3,20.71,7.32
2017,1,4,19.52,6.71
2017,1,5,19.93,6.35
2017,1,6,20.7,6.47
2017,1,7,21.29,8.67
2017,1,8,21.91,9.46
2017,1,9,22.44,9.7
2017,1,10,22.01,8.18
2017,1,11,20.32,6.35
2017,1,12,19.01,5.8
2017,1,13,19.6,5.31
2017,1,14,20.11,6.59
2017,1,15,21.07,6.84
2017,1,16,21.49,5.37
2017,1,17,22.04,5.92
2017,1,18,21.78,7.2
2017,1,19,22.2,8.73
2017,1,20,22.84,6.77
2017,1,21,23.47,6.1
2017,1,22,24.3,7.75
2017,1,23,24.34,7.69
2017,1,24,23.28,6.9
2017,1,25,23.13,7.51
2017,1,26,23.87,8.06
2017,1,27,24.58,9.58
2017,1,28,24.06,7.39
2017,1,29,22.81,5.55
2017,1,30,24.16,4.33
2017,1,31,24.83,5.68
2017,2,1,24.88,6.9
2017,2,2,24.45,8.91
2017,2,3,24.25,8.54
2017,2,4,24.78,5.62
2017,2,5,24.33,7.69
2017,2,6,25.07,6.23
2017,2,7,24.64,5
2017,2,8,25.32,5.37
2017,2,9,26.05,5.49
2017,2,10,25.14,6.84
2017,2,11,24.8,7.93
2017,2,12,24.17,8.91
2017,2,13,24.71,9.34
2017,2,14,25.08,8.73
2017,2,15,25.39,7.39
2017,2,16,25.68,7.02
2017,2,17,26.12,5.62
2017,2,18,26.77,5.8
2017,2,19,26.98,5.07
2017,2,20,28.76,3.91
2017,2,21,28.92,3.91
2017,2,22,28.3,5.43
2017,2,23,29.1,4.7
2017,2,24,27.51,3.72
2017,2,25,25.75,3.11
2017,2,26,26.43,2.32
2017,2,27,27.73,4.94
2017,2,28,27.94,4.52
2017,3,1,27.33,5.86
2017,3,2,27.16,6.9
2017,3,3,27.4,5.62
2017,3,4,26.94,7.14
2017,3,5,29.46,11.11
2017,3,6,30.48,11.23
2017,3,7,30.74,10.74
2017,3,8,29.78,9.95
2017,3,9,29.46,9.95
2017,3,10,29.67,10.13
2017,3,11,27.82,5.25
2017,3,12,26.51,3.72
2017,3,13,26.6,3.54
2017,3,14,28.26,9.34
2017,3,15,29.12,11.17
2017,3,16,27.68,13.61
2017,3,17,28.49,12.21
2017,3,18,28.62,7.51
2017,3,19,28.76,8.24
2017,3,20,28.01,8.12
2017,3,21,28.17,6.1
2017,3,22,29.62,5.31
2017,3,23,30.16,7.32
2017,3,24,31.02,8.24
2017,3,25,31.8,8.3
2017,3,26,31.72,9.09
2017,3,27,31.79,9.52
2017,3,28,32.12,8.42
2017,3,29,32.15,8.91
2017,3,30,32.57,9.22
2017,3,31,32.94,9.22
2017,4,1,33.69,8.42
2017,4,2,34.2,9.58
2017,4,3,33.93,9.28
2017,4,4,33.35,11.29
2017,4,5,33.72,12.15
2017,4,6,34.88,10.68
2017,4,7,34.8,11.78
2017,4,8,35.23,9.7
2017,4,9,34.45,7.26
2017,4,10,33.16,5.62
2017,4,11,32,2.62
2017,4,12,32.68,3.05
2017,4,13,32.54,5.62
2017,4,14,32.61,8.97
2017,4,15,33.33,8.91
2017,4,16,34.44,7.02
2017,4,17,34.6,4.82
2017,4,18,34.76,8.79
2017,4,19,34.6,9.77
2017,4,20,35.05,9.09
2017,4,21,35.49,8.42
2017,4,22,35.21,6.84
2017,4,23,34.39,5.8
2017,4,24,33.86,5.19
2017,4,25,34.18,5.31
2017,4,26,35.26,5.55
2017,4,27,35.41,8.12
2017,4,28,34.81,8.67
2017,4,29,35.54,6.71
2017,4,30,34.98,8.61
2017,5,1,34.49,9.28
2017,5,2,33.56,11.29
2017,5,3,33.55,11.78
2017,5,4,34.54,10.68
2017,5,5,35.76,9.77
2017,5,6,35.8,11.35
2017,5,7,34.3,12.7
2017,5,8,34.06,12.33
2017,5,9,34.01,13.06
2017,5,10,30.2,16.24
2017,5,11,30.92,14.4
2017,5,12,32.24,13.55
2017,5,13,33.87,13.49
2017,5,14,35.03,13.31
2017,5,15,36.44,12.94
2017,5,16,37.84,11.17
2017,5,17,37.01,10.07
2017,5,18,36.98,8.79
2017,5,19,37.34,8.42
2017,5,20,37.38,9.34
2017,5,21,37.33,9.95
2017,5,22,36.63,11.54
2017,5,23,36.62,11.6
2017,5,24,36.12,11.47
2017,5,25,36.02,13.43
2017,5,26,34.19,15.87
2017,5,27,32.98,16.11
2017,5,28,33.69,16.05
2017,5,29,34.31,15.32
2017,5,30,35.11,13.55
2017,5,31,35.61,13.49
2017,6,1,34.89,14.53
2017,6,2,35.6,14.04
2017,6,3,34.93,14.95
2017,6,4,34.58,15.01
2017,6,5,34.81,15.38
2017,6,6,30.82,17.52
2017,6,7,28.99,19.1
2017,6,8,27.02,18.07
2017,6,9,27.73,17.64
2017,6,10,27.72,17.7
2017,6,11,28.09,17.76
2017,6,12,27.39,18.37
2017,6,13,26.78,18.55
2017,6,14,27.44,18.92
2017,6,15,27.76,18.49
2017,6,16,27.83,17.88
2017,6,17,29.21,17.03
2017,6,18,28.76,18.13
2017,6,19,27.57,18.25
2017,6,20,28.56,17.52
2017,6,21,28.94,17.15
2017,6,22,29.36,17.15
2017,6,23,28.74,18.25
2017,6,24,27.5,18.19
2017,6,25,27.54,17.94
2017,6,26,27.11,17.82
2017,6,27,26.91,17.15
2017,6,28,27.6,16.97
2017,6,29,28.49,16.72
2017,6,30,28.16,17.64
2017,7,1,28.45,17.4
2017,7,2,28.98,17.03
2017,7,3,28.7,16.85
2017,7,4,28.9,16.6
2017,7,5,28.51,16.6
2017,7,6,27.43,16.72
2017,7,7,27.87,17.7
2017,7,8,28,16.78
2017,7,9,28.47,16.66
2017,7,10,27.98,17.7
2017,7,11,27.67,17.46
2017,7,12,28.23,16.48
2017,7,13,26.98,17.09
2017,7,14,26.16,17.52
2017,7,15,26.94,17.21
2017,7,16,25.81,17.33
2017,7,17,25.09,17.46
2017,7,18,25.51,18.31
2017,7,19,26.8,17.52
2017,7,20,26.42,18.8
2017,7,21,27.69,18.8
2017,7,22,27.88,18.25
2017,7,23,27.61,18.01
2017,7,24,27.25,17.64
2017,7,25,27.63,17.82
2017,7,26,27.56,17.46
2017,7,27,27.15,17.4
2017,7,28,27.86,18.13
2017,7,29,27.92,18.19
2017,7,30,27.94,18.37
2017,7,31,27.94,18.43
2017,8,1,27.37,18.68
2017,8,2,26.33,18.31
2017,8,3,27.21,18.01
2017,8,4,26.56,17.58
2017,8,5,26.29,18.19
2017,8,6,26.71,18.19
2017,8,7,27.71,18.13
2017,8,8,27.44,18.49
2017,8,9,26.26,18.49
2017,8,10,26.8,18.25
2017,8,11,26.7,18.74
2017,8,12,25.75,18.13
2017,8,13,26.1,18.07
2017,8,14,25.2,17.21
2017,8,15,26.69,17.15
2017,8,16,26.08,18.01
2017,8,17,25.76,17.94
2017,8,18,25.64,17.7
2017,8,19,24.93,18.43
2017,8,20,25.16,17.64
2017,8,21,25.63,16.6
2017,8,22,26.94,15.81
2017,8,23,26.9,18.07
2017,8,24,26.19,18.49
2017,8,25,25.71,18.86
2017,8,26,26.38,18.98
2017,8,27,26.69,19.65
2017,8,28,24.93,18.68
2017,8,29,25.52,17.58
2017,8,30,26.37,17.21
2017,8,31,27.28,18.25
2017,9,1,27.05,18.25
2017,9,2,27.26,17.94
2017,9,3,27.15,18.62
2017,9,4,27.25,18.86
2017,9,5,26.98,19.59
2017,9,6,26.48,19.29
2017,9,7,26.33,18.43
2017,9,8,26.96,19.23
2017,9,9,26.84,19.29
2017,9,10,26.8,19.47
2017,9,11,26.94,19.59
2017,9,12,26.69,19.53
2017,9,13,26.43,19.04
2017,9,14,26.5,18.86
2017,9,15,26.05,18.68
2017,9,16,26.7,18.43
2017,9,17,25.87,18.86
2017,9,18,25.64,18.01
2017,9,19,26.25,17.76
2017,9,20,26.51,18.25
2017,9,21,25.72,18.25
2017,9,22,25.76,17.82
2017,9,23,26.62,17.52
2017,9,24,26.58,17.52
2017,9,25,26.08,18.25
2017,9,26,26.19,18.8
2017,9,27,26.3,18.8
2017,9,28,26.05,18.98
2017,9,29,26.01,18.86
2017,9,30,26.05,17.7
2017,10,1,26.5,18.07
2017,10,2,26.48,18.8
2017,10,3,25.79,19.1
2017,10,4,26.08,18.8
2017,10,5,25.31,18.86
2017,10,6,25.6,18.86
2017,10,7,25.96,19.1
2017,10,8,25.39,19.17
2017,10,9,25.63,19.23
2017,10,10,25.31,18.74
2017,10,11,26.35,18.19
2017,10,12,26.23,18.43
2017,10,13,26.19,18.74
2017,10,14,26.41,19.29
2017,10,15,26.26,19.53
2017,10,16,25.97,18.01
2017,10,17,25.34,16.24
2017,10,18,24.13,14.77
2017,10,19,24,14.53
2017,10,20,24.57,16.24
2017,10,21,25.37,16.05
2017,10,22,25.53,17.94
2017,10,23,26.23,17.88
2017,10,24,25.48,14.95
2017,10,25,24.89,14.53
2017,10,26,24.81,14.34
2017,10,27,24.61,14.22
2017,10,28,24.01,12.82
2017,10,29,23.16,13.18
2017,10,30,23.07,13
2017,10,31,22.55,11.78
2017,11,1,21.98,12.02
2017,11,2,20.87,11.84
2017,11,3,20.84,11.84
2017,11,4,21.44,12.27
2017,11,5,23.21,14.71
2017,11,6,22.55,12.94
2017,11,7,22.57,12.82
2017,11,8,22.54,12.39
2017,11,9,22.21,11.17
2017,11,10,21.29,10.93
2017,11,11,20.4,10.74
2017,11,12,20.94,10.99
2017,11,13,22.16,13.06
2017,11,14,24.14,15.56
2017,11,15,24.94,15.38
2017,11,16,24.48,14.83
2017,11,17,24.24,14.89
2017,11,18,24.68,14.77
2017,11,19,24.74,15.08
2017,11,20,25.29,15.2
2017,11,21,24.87,15.56
2017,11,22,25.23,15.87
2017,11,23,24.82,14.71
2017,11,24,23.61,13.49
2017,11,25,21.26,10.5
2017,11,26,21.23,9.64
2017,11,27,21.28,9.22
2017,11,28,20.82,9.09
2017,11,29,20.08,9.52
2017,11,30,20.6,9.58
2017,12,1,20.34,9.83
2017,12,2,19.98,10.44
2017,12,3,19.73,9.64
2017,12,4,19.16,9.34
2017,12,5,19.8,10.19
2017,12,6,20.69,10.38
2017,12,7,21.48,9.58
2017,12,8,20.54,8.73
2017,12,9,21.44,9.64
2017,12,10,20.78,8.24
2017,12,11,20.76,8.12
2017,12,12,22.42,8.42
2017,12,13,22.57,9.89
2017,12,14,21.92,10.56
2017,12,15,21.39,9.4
2017,12,16,21.33,8.91
2017,12,17,20.83,9.34
2017,12,18,20.74,9.28
2017,12,19,20.01,6.96
2017,12,20,20.15,6.41
2017,12,21,20.83,7.26
2017,12,22,20.4,7.39
2017,12,23,20.87,7.93
2017,12,24,21.19,8.73
2017,12,25,21.52,8.48
2017,12,26,20.02,6.9
2017,12,27,19.51,5.86
2017,12,28,20,5.92
2017,12,29,20.26,7.39
2017,12,30,20.56,8.36
2017,12,31,21.62,7.75
2018,1,1,21.99,7.69
2018,1,2,20.54,8.61
2018,1,3,20.37,7.32
2018,1,4,19.83,6.1
2018,1,5,20.08,5.98
2018,1,6,19.74,6.29
2018,1,7,20.47,6.29
2018,1,8,19.77,7.08
2018,1,9,19.72,6.29
2018,1,10,21.35,6.53
2018,1,11,22.08,6.59
2018,1,12,22.9,6.04
2018,1,13,23.47,6.47
2018,1,14,23.12,8.24
2018,1,15,23.1,8.48
2018,1,16,23.13,7.08
2018,1,17,22.36,6.29
2018,1,18,21.94,5.62
2018,1,19,21.51,4.64
2018,1,20,21.69,4.46
2018,1,21,22.6,4.64
2018,1,22,21.12,7.08
2018,1,23,21.84,8.54
2018,1,24,22.51,6.77
2018,1,25,21.33,4.21
2018,1,26,21.09,2.69
2018,1,27,21.78,2.69
2018,1,28,21.68,3.91
2018,1,29,21.91,4.76
2018,1,30,22.13,3.97
2018,1,31,22.84,3.3
2018,2,1,23.97,2.99
2018,2,2,24.37,3.17
2018,2,3,23.47,5
2018,2,4,23.43,6.84
2018,2,5,23.67,6.96
2018,2,6,24.65,6.96
2018,2,7,23.93,6.96
2018,2,8,26.14,6.1
2018,2,9,25.87,6.47
2018,2,10,25.96,7.2
2018,2,11,25.68,10.5
2018,2,12,25.75,10.62
2018,2,13,25.48,9.89
2018,2,14,24.93,9.52
2018,2,15,24.79,8.24
2018,2,16,23.91,4.82
2018,2,17,24.44,4.39
2018,2,18,25.5,5
2018,2,19,25.77,7.63
2018,2,20,26.55,9.28
2018,2,21,26.8,8.3
2018,2,22,27.01,7.32
2018,2,23,26.94,7.87
2018,2,24,26.48,7.81
2018,2,25,26.93,6.47
2018,2,26,27.67,5.25
2018,2,27,28.8,6.04
2018,2,28,28.5,4.27
2018,3,1,28.83,3.91
2018,3,2,30.01,4.64
2018,3,3,29.69,5.31
2018,3,4,29.77,5.13
2018,3,5,28.99,5.98
2018,3,6,29.15,5.68
2018,3,7,29.03,6.59
2018,3,8,28.72,6.59
2018,3,9,28.93,7.39
2018,3,10,29.44,8.36
2018,3,11,29.48,8.42
2018,3,12,29.26,8.24
2018,3,13,29.89,7.63
2018,3,14,30.62,6.53
2018,3,15,31.24,8.24
2018,3,16,28.33,9.03
2018,3,17,28.05,10.19
2018,3,18,29.4,9.28
2018,3,19,29.65,8.48
2018,3,20,30.41,8.42
2018,3,21,31.55,8.67
2018,3,22,31.66,6.96
2018,3,23,30.88,5
2018,3,24,30.59,4.82
2018,3,25,30.94,6.29
2018,3,26,31.26,6.41
2018,3,27,31.76,6.23
2018,3,28,33.18,6.77
2018,3,29,32.24,6.9
2018,3,30,32.34,9.16
2018,3,31,32.68,13
2018,4,1,32.04,12.21
2018,4,2,30.73,12.63
2018,4,3,30.12,12.76
2018,4,4,31.66,11.54
2018,4,5,31.9,12.21
2018,4,6,31.36,12.21
2018,4,7,31.28,11.84
2018,4,8,28.77,13.85
2018,4,9,29.36,12.76
2018,4,10,30.29,12.7
2018,4,11,30.57,12.27
2018,4,12,31.23,11.23
2018,4,13,32.11,11.29
2018,4,14,32.62,12.08
2018,4,15,31.6,13.18
2018,4,16,33.91,10.93
2018,4,17,35.05,11.29
2018,4,18,35.99,10.74
2018,4,19,35.79,7.87
2018,4,20,35.52,8.67
2018,4,21,34.83,10.31
2018,4,22,34.85,12.39
2018,4,23,35.37,11.35
2018,4,24,35.18,8.85
2018,4,25,33.7,11.47
2018,4,26,34.16,10.86
2018,4,27,34.75,10.25
2018,4,28,33.95,11.96
2018,4,29,35.48,10.19
2018,4,30,36.29,9.83
2018,5,1,35.87,12.21
2018,5,2,35.12,14.34
2018,5,3,32.79,15.32
2018,5,4,31.25,15.26
2018,5,5,32.78,14.83
2018,5,6,34.02,13.49
2018,5,7,34.15,12.76
2018,5,8,34.96,13.55
2018,5,9,35.03,13.43
2018,5,10,34.44,13.31
2018,5,11,34.77,13.18
2018,5,12,35.23,13.24
2018,5,13,34.28,13.37
2018,5,14,34.39,13.06
2018,5,15,33.98,12.57
2018,5,16,34.38,10.86
2018,5,17,34.8,12.02
2018,5,18,35.09,12.51
2018,5,19,36.27,11.29
2018,5,20,35.26,12.94
2018,5,21,32.73,14.16
2018,5,22,32.05,15.32
2018,5,23,33.89,14.28
2018,5,24,32.62,14.22
2018,5,25,34.86,12.45
2018,5,26,34.68,13.98
2018,5,27,33.41,15.2
2018,5,28,34.63,14.16
2018,5,29,35.61,14.16
2018,5,30,37.07,13.49
2018,5,31,31.37,15.62
2018,6,1,32.65,16.78
2018,6,2,29.02,16.54
2018,6,3,32.22,15.5
2018,6,4,33.52,15.2
2018,6,5,32.12,15.26
2018,6,6,30.19,17.82
2018,6,7,28.8,18.8
2018,6,8,29.3,18.25
2018,6,9,27.73,18.01
2018,6,10,29.02,17.09
2018,6,11,27.87,18.55
2018,6,12,29.14,18.07
2018,6,13,30.71,16.78
2018,6,14,31.93,15.75
2018,6,15,31.93,15.38
2018,6,16,31.91,13.79
2018,6,17,31.22,14.16
2018,6,18,30.92,14.53
2018,6,19,30.2,16.3
2018,6,20,29.94,16.36
2018,6,21,29.76,17.52
2018,6,22,28.68,18.37
2018,6,23,28.44,18.68
2018,6,24,27.42,17.52
2018,6,25,28.84,15.93
2018,6,26,28.66,15.93
2018,6,27,27.69,17.4
2018,6,28,27.2,17.21
2018,6,29,28.6,16.11
2018,6,30,28.33,15.38
2018,7,1,28.79,15.87
2018,7,2,29.55,15.44
2018,7,3,28.4,15.69
2018,7,4,28.77,15.93
2018,7,5,28.22,17.15
2018,7,6,26.82,17.33
2018,7,7,25.19,15.99
2018,7,8,26.35,18.01
2018,7,9,25.96,18.19
2018,7,10,26.89,17.4
2018,7,11,27.55,17.27
2018,7,12,26.36,17.27
2018,7,13,26.55,18.07
2018,7,14,26.61,17.76
2018,7,15,26.41,18.31
2018,7,16,26.28,18.25
2018,7,17,27.35,17.94
2018,7,18,27.67,17.88
2018,7,19,26.94,17.94
2018,7,20,25.98,18.01
2018,7,21,26.01,17.82
