YEAR,MO,DY,T2M,QV2M
2017,3,3,27.41,7.39
2017,3,4,27.13,10.07
2017,3,5,29.78,12.57
2017,3,6,30.61,13.24
2017,3,7,30.68,13
2017,3,8,30.53,13.55
2017,3,9,30.65,13.73
2017,3,10,30.45,13.67
2017,3,11,29.39,8.91
2017,3,12,27.64,4.27
2017,3,13,28.01,5.68
2017,3,14,29.41,12.33
2017,3,15,29.51,12.82
2017,3,16,28.73,13.85
2017,3,17,29.76,12.45
2017,3,18,30.05,9.46
2017,3,19,29.76,10.07
2017,3,20,29.58,9.83
2017,3,21,29.33,5.98
2017,3,22,29.89,7.45
2017,3,23,30.69,10.25
2017,3,24,31.07,10.25
2017,3,25,31.52,10.38
2017,3,26,31.93,10.86
2017,3,27,31.73,11.17
2017,3,28,31.91,10.62
2017,3,29,32.05,10.56
2017,3,30,32.3,10.99
2017,3,31,32.84,11.35
2017,4,1,33.06,10.62
2017,4,2,33.35,11.78
2017,4,3,33.04,11.41
2017,4,4,32.73,13.06
2017,4,5,33.25,13.18
2017,4,6,34.16,12.51
2017,4,7,34.32,13.18
2017,4,8,35.03,12.27
2017,4,9,34.9,10.99
2017,4,10,33.95,9.4
2017,4,11,33.37,5.13
2017,4,12,32.56,7.45
2017,4,13,32.76,10.44
2017,4,14,32.57,11.66
2017,4,15,33.12,10.56
2017,4,16,33.83,10.68
2017,4,17,34.77,10.44
2017,4,18,34.61,13.31
2017,4,19,34.46,13.61
2017,4,20,35.05,13.18
2017,4,21,35.68,12.08
2017,4,22,35.79,10.68
2017,4,23,35.48,8.79
2017,4,24,34.99,7.63
2017,4,25,35.15,6.84
2017,4,26,35.73,9.16
2017,4,27,35.96,10.8
2017,4,28,35.78,9.64
2017,4,29,36.12,9.22
2017,4,30,35.22,10.62
2017,5,1,34.48,11.35
2017,5,2,33.3,12.82
2017,5,3,33.4,13.37
2017,5,4,34.11,12.45
2017,5,5,34.76,11.96
2017,5,6,34.58,13.37
2017,5,7,32.34,14.83
2017,5,8,32.04,14.95
2017,5,9,33.04,15.44
2017,5,10,29.39,17.7
2017,5,11,30.72,15.26
2017,5,12,31.65,15.08
2017,5,13,32.66,15.26
2017,5,14,33.61,15.38
2017,5,15,35.8,14.95
2017,5,16,37.37,12.88
2017,5,17,36.83,11.47
2017,5,18,37.35,10.01
2017,5,19,37.13,11.96
2017,5,20,36.69,13.06
2017,5,21,36.57,13.73
2017,5,22,35.22,14.71
2017,5,23,34.63,15.26
2017,5,24,34.23,14.65
2017,5,25,34.31,15.69
2017,5,26,31.33,18.8
2017,5,27,30.07,17.7
2017,5,28,32.21,17.33
2017,5,29,34.01,15.87
2017,5,30,34.91,14.71
2017,5,31,35.1,14.53
2017,6,1,34,15.62
2017,6,2,34.01,16.3
2017,6,3,33.66,16.85
2017,6,4,33.97,17.21
2017,6,5,35.12,16.54
2017,6,6,30.53,19.23
2017,6,7,28.94,19.65
2017,6,8,27.66,18.74
2017,6,9,27.95,18.25
2017,6,10,27.94,18.01
2017,6,11,28.24,18.31
2017,6,12,27.26,18.98
2017,6,13,27.86,18.49
2017,6,14,27.42,19.1
2017,6,15,27.64,18.8
2017,6,16,28.23,18.43
2017,6,17,29.72,17.64
2017,6,18,28.94,18.8
2017,6,19,27.21,19.17
2017,6,20,28.08,18.49
2017,6,21,29.15,17.82
2017,6,22,28.88,17.7
2017,6,23,28.69,18.92
2017,6,24,27.23,18.8
2017,6,25,27.15,18.74
2017,6,26,27.07,18.07
2017,6,27,27.69,17.88
2017,6,28,27.99,17.58
2017,6,29,28.55,17.4
2017,6,30,28.42,18.19
2017,7,1,28.38,18.19
2017,7,2,28.65,17.64
2017,7,3,28.18,17.7
2017,7,4,29.08,17.21
2017,7,5,28.8,17.27
2017,7,6,27.52,17.33
2017,7,7,27.31,18.13
2017,7,8,28.51,17.76
2017,7,9,28.55,17.52
2017,7,10,28.46,18.25
2017,7,11,27.73,18.86
2017,7,12,28.23,17.64
2017,7,13,26.89,17.64
2017,7,14,26.4,18.01
2017,7,15,26.73,17.7
2017,7,16,26.11,17.82
2017,7,17,25.32,18.01
2017,7,18,25.85,18.37
2017,7,19,27.26,17.82
2017,7,20,26.78,19.41
2017,7,21,27.8,19.35
2017,7,22,27.84,18.92
2017,7,23,28.01,18.68
2017,7,24,27.58,18.37
2017,7,25,28.1,18.37
2017,7,26,27.88,18.31
2017,7,27,28.05,18.01
2017,7,28,28.4,18.74
2017,7,29,28.4,18.62
2017,7,30,27.59,19.23
2017,7,31,27.99,19.17
2017,8,1,27.14,19.23
2017,8,2,26.47,18.8
2017,8,3,26.81,18.37
2017,8,4,26.67,18.13
2017,8,5,26.7,18.98
2017,8,6,27.22,18.86
2017,8,7,28.24,18.98
2017,8,8,27.65,19.04
2017,8,9,25.98,19.1
2017,8,10,26.71,18.92
2017,8,11,27.06,19.29
2017,8,12,26.09,18.98
2017,8,13,26.14,18.74
2017,8,14,25.9,17.88
2017,8,15,26.68,17.64
2017,8,16,26.58,18.62
2017,8,17,25.57,18.68
2017,8,18,25.62,18.49
2017,8,19,24.8,17.94
2017,8,20,25.46,17.82
2017,8,21,26.13,17.09
2017,8,22,27.69,16.85
2017,8,23,27.5,18.43
2017,8,24,26.66,19.29
2017,8,25,25.98,19.35
2017,8,26,26.98,19.47
2017,8,27,26.82,19.9
2017,8,28,25.26,19.23
2017,8,29,26.1,18.31
2017,8,30,26.71,17.88
2017,8,31,27.98,18.92
2017,9,1,27.47,19.17
2017,9,2,27.8,18.74
2017,9,3,27.62,19.29
2017,9,4,27.33,19.47
2017,9,5,27.26,20.02
2017,9,6,26.85,20.2
2017,9,7,26.79,19.47
2017,9,8,27.23,19.96
2017,9,9,27.45,19.71
2017,9,10,27.2,20.02
2017,9,11,26.87,20.2
2017,9,12,26.81,20.08
2017,9,13,26.4,19.65
2017,9,14,26.33,19.35
2017,9,15,26.61,19.23
2017,9,16,27.15,18.98
2017,9,17,25.97,19.41
2017,9,18,25.69,18.07
2017,9,19,26.51,18.19
2017,9,20,26.73,18.92
2017,9,21,25.95,18.43
2017,9,22,25.99,18.43
2017,9,23,26.97,18.25
2017,9,24,26.72,18.19
2017,9,25,26.09,18.98
2017,9,26,26.62,19.65
2017,9,27,26.58,19.53
2017,9,28,26.32,19.23
2017,9,29,26.1,19.17
2017,9,30,26.09,18.49
2017,10,1,26.67,18.25
2017,10,2,26.85,19.29
2017,10,3,26.4,19.41
2017,10,4,26.04,19.35
2017,10,5,26.23,19.71
2017,10,6,26.33,19.53
2017,10,7,26.51,19.78
2017,10,8,26.51,19.71
2017,10,9,26.4,19.65
2017,10,10,26,19.04
2017,10,11,26.93,18.62
2017,10,12,26.33,19.29
2017,10,13,26.34,18.98
2017,10,14,26.95,19.65
2017,10,15,26.34,19.96
2017,10,16,26.44,18.74
2017,10,17,25.79,17.64
2017,10,18,24.81,15.93
2017,10,19,24.12,15.32
2017,10,20,24.64,16.36
2017,10,21,25.29,16.48
2017,10,22,26.19,18.25
2017,10,23,26.68,18.74
2017,10,24,26.04,18.07
2017,10,25,25.93,17.27
2017,10,26,25.46,16.17
2017,10,27,25.25,14.95
2017,10,28,23.8,13.55
2017,10,29,23.62,14.16
2017,10,30,23.58,14.34
2017,10,31,22.91,12.63
2017,11,1,21.89,12.63
2017,11,2,21.12,12.21
2017,11,3,21.11,12.33
2017,11,4,22.23,13.73
2017,11,5,24.39,16.24
2017,11,6,23.74,15.2
2017,11,7,23.35,14.22
2017,11,8,23.02,13.49
2017,11,9,22.29,12.57
2017,11,10,21.54,12.33
2017,11,11,21.08,12.27
2017,11,12,21.56,12.76
2017,11,13,22.71,14.65
2017,11,14,23.94,16.24
2017,11,15,24.5,16.17
2017,11,16,24.36,16.05
2017,11,17,24.12,16.17
2017,11,18,24.37,16.42
2017,11,19,25.37,16.97
2017,11,20,25.64,16.97
2017,11,21,24.98,16.72
2017,11,22,25.29,15.99
2017,11,23,24.53,15.81
2017,11,24,23.67,14.95
2017,11,25,21.32,11.96
2017,11,26,20.87,10.99
2017,11,27,21.05,11.23
2017,11,28,20.53,10.68
2017,11,29,20.51,11.17
2017,11,30,20.42,10.68
2017,12,1,20.35,11.23
2017,12,2,19.83,11.23
2017,12,3,19.33,10.13
2017,12,4,19.26,10.07
2017,12,5,19.96,10.8
2017,12,6,20.4,10.86
2017,12,7,20.73,10.74
2017,12,8,20.19,9.95
2017,12,9,21.4,10.68
2017,12,10,21.11,9.83
2017,12,11,21.41,9.46
2017,12,12,22.56,10.19
2017,12,13,22.9,12.08
2017,12,14,22.4,11.9
2017,12,15,21.68,11.11
2017,12,16,21.36,10.38
2017,12,17,20.88,10.31
2017,12,18,20.38,9.83
2017,12,19,20.15,8.18
2017,12,20,20.23,7.57
2017,12,21,20.49,8.12
2017,12,22,20.59,8.61
2017,12,23,20.66,9.46
2017,12,24,21.18,10.19
2017,12,25,21.69,10.07
2017,12,26,20.43,8.48
2017,12,27,19.08,7.51
2017,12,28,19.39,7.32
2017,12,29,20.36,8.79
2017,12,30,20.89,9.7
2017,12,31,21.9,9.64
2018,1,1,22.25,9.83
2018,1,2,21.79,10.68
2018,1,3,21.19,9.16
2018,1,4,20.33,7.02
2018,1,5,20.05,7.45
2018,1,6,19.87,7.93
2018,1,7,20.37,7.69
2018,1,8,19.84,8.36
2018,1,9,20.19,7.32
2018,1,10,22.07,8.42
2018,1,11,22.83,9.28
2018,1,12,22.74,8
2018,1,13,23.6,8.42
2018,1,14,23.73,11.29
2018,1,15,23.37,11.11
2018,1,16,23.3,8.48
2018,1,17,22.76,8.73
2018,1,18,22.09,8.12
2018,1,19,21.72,6.84
2018,1,20,22.12,7.2
2018,1,21,22.07,7.14
2018,1,22,21.35,9.03
2018,1,23,22.05,9.95
2018,1,24,22.8,9.64
2018,1,25,21.76,6.23
2018,1,26,21.5,4.46
2018,1,27,22.58,4.88
2018,1,28,22.33,7.51
2018,1,29,22.51,8.12
2018,1,30,22.55,6.84
2018,1,31,22.55,4.7
2018,2,1,23.61,3.97
2018,2,2,24.45,4.39
2018,2,3,23.31,7.57
2018,2,4,23.37,8.42
2018,2,5,23.23,8.54
2018,2,6,24.77,8.42
2018,2,7,23.6,9.46
2018,2,8,26.17,7.32
2018,2,9,26.17,9.64
2018,2,10,26.78,10.19
2018,2,11,25.21,12.27
2018,2,12,26.13,11.35
2018,2,13,25.48,10.19
2018,2,14,25.53,9.4
2018,2,15,26.05,8.24
2018,2,16,25.17,5.31
2018,2,17,25.26,4.82
2018,2,18,26.2,7.45
2018,2,19,26.22,9.95
2018,2,20,27.08,10.07
2018,2,21,27.13,9.34
2018,2,22,27.24,8.97
2018,2,23,27.26,9.4
2018,2,24,26.73,9.16
2018,2,25,26.83,7.32
2018,2,26,27.92,6.16
2018,2,27,29.26,6.47
2018,2,28,29.26,5.55
2018,3,1,29.05,6.16
2018,3,2,29.56,6.1
2018,3,3,29.35,6.65
2018,3,4,29.08,6.23
2018,3,5,28.9,7.26
2018,3,6,29.03,7.02
2018,3,7,29.13,8.18
2018,3,8,28.75,8.12
2018,3,9,29.39,9.09
2018,3,10,29.69,9.83
2018,3,11,29.6,10.01
2018,3,12,29.51,10.07
2018,3,13,30.59,8.85
2018,3,14,30.57,7.87
2018,3,15,31.12,9.83
2018,3,16,30,10.19
2018,3,17,29.4,10.44
2018,3,18,30.06,10.44
2018,3,19,30.13,9.28
2018,3,20,30.98,9.64
2018,3,21,31.45,10.01
2018,3,22,32.3,9.4
2018,3,23,32.38,6.35
2018,3,24,31.99,7.63
2018,3,25,31.81,10.74
2018,3,26,31.67,9.4
2018,3,27,31.49,8.85
2018,3,28,32.24,10.5
2018,3,29,32.55,12.45
2018,3,30,32.37,13.12
2018,3,31,31.75,14.4
2018,4,1,31.71,13.18
2018,4,2,29.58,15.26
2018,4,3,30.03,14.28
2018,4,4,30.87,13.79
2018,4,5,31.24,13.55
2018,4,6,31.36,12.82
2018,4,7,31.7,12.94
2018,4,8,30.03,13.79
2018,4,9,30.24,13.61
2018,4,10,31.01,13.12
2018,4,11,31.46,12.57
2018,4,12,32.07,12.15
2018,4,13,32.66,12.82
2018,4,14,32.94,13.73
2018,4,15,32.76,14.22
2018,4,16,34.01,12.33
2018,4,17,34.89,12.51
2018,4,18,35.63,12.33
2018,4,19,35.53,11.47
2018,4,20,35.19,13.12
2018,4,21,34.91,14.1
2018,4,22,34.46,14.4
2018,4,23,35.02,13.37
2018,4,24,34.96,13.55
2018,4,25,32.88,13.49
2018,4,26,33.48,12.82
2018,4,27,33.83,12.82
2018,4,28,33.45,13.79
2018,4,29,34.2,13.24
2018,4,30,35.44,13.79
2018,5,1,35.12,16.05
2018,5,2,33.76,16.3
2018,5,3,31.33,17.21
2018,5,4,30.73,16.66
2018,5,5,32.14,16.72
2018,5,6,32.9,15.38
2018,5,7,33.26,15.2
2018,5,8,34.26,15.2
2018,5,9,34.18,14.83
2018,5,10,33.49,15.01
2018,5,11,33.9,14.89
2018,5,12,34.32,15.32
2018,5,13,34.03,14.77
2018,5,14,33.54,14.65
2018,5,15,33.64,13.49
2018,5,16,33.87,12.45
2018,5,17,34.09,13.55
2018,5,18,34.62,13.61
2018,5,19,35.17,13.61
2018,5,20,33.77,15.38
2018,5,21,31.44,15.87
2018,5,22,32.06,15.99
2018,5,23,32.15,15.62
2018,5,24,30.34,15.93
2018,5,25,33.03,14.83
2018,5,26,33.73,15.56
2018,5,27,33.63,16.05
2018,5,28,33.55,16.05
2018,5,29,34.98,15.2
2018,5,30,36.12,15.14
2018,5,31,32.98,16.85
2018,6,1,32.88,17.46
2018,6,2,29.55,18.07
2018,6,3,32.1,16.36
2018,6,4,33.08,16.24
2018,6,5,31.14,17.03
2018,6,6,28.8,19.71
2018,6,7,28.56,19.29
2018,6,8,29.31,18.55
2018,6,9,29,18.13
2018,6,10,29.49,16.97
2018,6,11,28.49,18.74
2018,6,12,29.57,18.31
2018,6,13,30.67,17.4
2018,6,14,32.01,16.24
2018,6,15,32.29,15.81
2018,6,16,31.93,14.4
2018,6,17,31.57,14.47
2018,6,18,31.68,14.59
2018,6,19,31.41,16.17
2018,6,20,30.26,15.81
2018,6,21,30.24,17.03
2018,6,22,28.4,18.8
2018,6,23,28.87,18.68
2018,6,24,28.58,17.88
2018,6,25,29.03,16.3
2018,6,26,29.1,16.42
2018,6,27,28.59,17.58
2018,6,28,27.87,17.33
2018,6,29,29.01,16.36
2018,6,30,28.4,15.93
2018,7,1,29.27,16.24
2018,7,2,30.33,15.69
2018,7,3,28.01,16.05
2018,7,4,29.59,16.05
2018,7,5,29.36,16.85
2018,7,6,27.5,17.76
2018,7,7,26.07,16.3
2018,7,8,26.87,17.94
2018,7,9,26.25,18.68
2018,7,10,27.85,17.88
2018,7,11,28.45,18.01
2018,7,12,26.86,17.76
2018,7,13,26.74,18.31
2018,7,14,27.19,18.19
2018,7,15,26.73,18.98
2018,7,16,26.76,18.74
2018,7,17,28.11,18.49
2018,7,18,28.11,18.43
2018,7,19,27.58,18.31
2018,7,20,26.26,18.37
